===== entry =====
0x6650 -> 0x2102461a  0x2102461a
0x6654 -> 0xf7faa0fa  0xf7faa0fa
0x6658 -> 0x2300fb71  0x2300fb71
0x665c -> 0x2103461a  0x2103461a
0x6660 -> 0xf7faa0fc  0xf7faa0fc
0x6664 -> 0x2301fb6b  0x2301fb6b
0x6668 -> 0x2100220b  0x2100220b
0x666c -> 0x780048fe  0x780048fe
0x6670 -> 0xfc8cf7fa  0xfc8cf7fa
0x6674 -> 0x4afe49fd  PERIPH 0x4afe49fd
0x6678 -> 0xf8516812  0xf8516812
0x667c -> 0x23000022  0x23000022
0x6680 -> 0x2101220a  0x2101220a
0x6684 -> 0xfd05f7fa  0xfd05f7fa
0x6688 -> 0x780048fa  0x780048fa
0x668c -> 0x2300b928  0x2300b928
0x6690 -> 0x2102220a  0x2102220a
0x6694 -> 0xf7faa0f8  0xf7faa0f8
0x6698 -> 0x48f6fb51  PERIPH 0x48f6fb51
0x669c -> 0x28017800  0x28017800
0x66a0 -> 0x2300d105  0x2300d105
0x66a4 -> 0x2102220a  0x2102220a
0x66a8 -> 0xf7faa0f5  0xf7faa0f5
0x66ac -> 0x48f1fb47  PERIPH 0x48f1fb47
0x66b0 -> 0x28027800  0x28027800
0x66b4 -> 0x2300d105  0x2300d105
0x66b8 -> 0x2102220a  0x2102220a
0x66bc -> 0xf7faa0f2  0xf7faa0f2
0x66c0 -> 0x48f3fb3d  PERIPH 0x48f3fb3d
0x66c4 -> 0xb9307800  0xb9307800
0x66c8 -> 0x220b2300  0x220b2300
0x66cc -> 0xf2af2103  0xf2af2103
0x66d0 -> 0xf7fa6098  0xf7fa6098
0x66d4 -> 0x48eefb33  PERIPH 0x48eefb33
0x66d8 -> 0x28017800  0x28017800
0x66dc -> 0x2300d105  0x2300d105
0x66e0 -> 0x2103220b  0x2103220b
0x66e4 -> 0xf7faa0eb  0xf7faa0eb
0x66e8 -> 0x20fafb29  0x20fafb29
0x66ec -> 0x600849c7  0x600849c7
0x66f0 -> 0x780048c7  0x780048c7
0x66f4 -> 0xd10f2803  0xd10f2803
0x66f8 -> 0x49c62006  PERIPH 0x49c62006
0x66fc -> 0x20007008  FIO 0x20007008
0x6700 -> 0x700849c3  0x700849c3
0x6704 -> 0x600849e5  0x600849e5
0x6708 -> 0xf943f7fa  0xf943f7fa
0x670c -> 0x461a2300  PERIPH 0x461a2300
0x6710 -> 0x48e32101  PERIPH 0x48e32101
0x6714 -> 0xfb12f7fa  0xfb12f7fa
0x6718 -> 0x780048bd  0x780048bd
0x671c -> 0xd17c2804  0xd17c2804
0x6720 -> 0x49bc2007  PERIPH 0x49bc2007
0x6724 -> 0x20007008  FIO 0x20007008
0x6728 -> 0x700849b9  0x700849b9
0x672c -> 0x461a2300  PERIPH 0x461a2300
0x6730 -> 0xa0dc4619  0xa0dc4619
0x6734 -> 0xfb02f7fa  0xfb02f7fa
0x6738 -> 0x461a2300  PERIPH 0x461a2300
0x673c -> 0xa0de2101  0xa0de2101
0x6740 -> 0xfafcf7fa  0xfafcf7fa
0x6744 -> 0x461a2300  PERIPH 0x461a2300
0x6748 -> 0xa0e02102  0xa0e02102
0x674c -> 0xfaf6f7fa  0xfaf6f7fa
0x6750 -> 0x461a2300  PERIPH 0x461a2300
0x6754 -> 0xa0e22103  0xa0e22103
0x6758 -> 0xfaf0f7fa  0xfaf0f7fa
0x675c -> 0x780048e5  0x780048e5
0x6760 -> 0xd1132801  0xd1132801
0x6764 -> 0x220b2301  0x220b2301
0x6768 -> 0xa0e32100  0xa0e32100
0x676c -> 0xfae6f7fa  0xfae6f7fa
0x6770 -> 0x220b2300  0x220b2300
0x6774 -> 0x48e22101  PERIPH 0x48e22101
0x6778 -> 0xf7fa7800  0xf7fa7800
0x677c -> 0x2300fba9  0x2300fba9
0x6780 -> 0x2102220b  0x2102220b
0x6784 -> 0x780048df  0x780048df
0x6788 -> 0xfba2f7fa  0xfba2f7fa
0x678c -> 0x780048d9  0x780048d9
0x6790 -> 0xd1132802  0xd1132802
0x6794 -> 0x220b2301  0x220b2301
0x6798 -> 0xa0db2100  0xa0db2100
0x679c -> 0xfacef7fa  0xfacef7fa
0x67a0 -> 0x220b2300  0x220b2300
0x67a4 -> 0x48da2101  PERIPH 0x48da2101
0x67a8 -> 0xf7fa7800  0xf7fa7800
0x67ac -> 0x2300fb91  0x2300fb91
0x67b0 -> 0x2102220b  0x2102220b
0x67b4 -> 0x780048d3  0x780048d3
0x67b8 -> 0xfb8af7fa  0xfb8af7fa
0x67bc -> 0x780048cd  0x780048cd
0x67c0 -> 0xd1132803  0xd1132803
0x67c4 -> 0x220b2301  0x220b2301
0x67c8 -> 0xa0d22100  0xa0d22100
0x67cc -> 0xfab6f7fa  0xfab6f7fa
0x67d0 -> 0x220b2300  0x220b2300
0x67d4 -> 0x48d12101  PERIPH 0x48d12101
0x67d8 -> 0xf7fa7800  0xf7fa7800
0x67dc -> 0x2300fb79  0x2300fb79
0x67e0 -> 0x2102220b  0x2102220b
0x67e4 -> 0x780048ce  0x780048ce
0x67e8 -> 0xfb72f7fa  0xfb72f7fa
0x67ec -> 0x780048c1  0x780048c1
0x67f0 -> 0xd1152804  0xd1152804
0x67f4 -> 0x220b2301  0x220b2301
0x67f8 -> 0xa0ca2100  0xa0ca2100
0x67fc -> 0xfa9ef7fa  0xfa9ef7fa
0x6800 -> 0x220b2300  0x220b2300
0x6804 -> 0x48c92101  PERIPH 0x48c92101
0x6808 -> 0xf7fa7800  0xf7fa7800
0x680c -> 0x2300fb61  0x2300fb61
0x6810 -> 0x2102220b  0x2102220b
0x6814 -> 0x780048c6  0x780048c6
0x6818 -> 0xe004e000  0xe004e000
0x681c -> 0xfb58f7fa  0xfb58f7fa
0x6820 -> 0x497a20fa  PERIPH 0x497a20fa
0x6824 -> 0x487a6008  PERIPH 0x487a6008
0x6828 -> 0x28057800  0x28057800
0x682c -> 0x2008d126  FIO 0x2008d126
0x6830 -> 0x70084978  0x70084978
0x6834 -> 0x49762000  PERIPH 0x49762000
0x6838 -> 0xf7fa7008  0xf7fa7008
0x683c -> 0x2300f8aa  0x2300f8aa
0x6840 -> 0x46192204  PERIPH 0x46192204
0x6844 -> 0xf7faa0bb  0xf7faa0bb
0x6848 -> 0x2300fa79  0x2300fa79
0x684c -> 0x21012202  0x21012202
0x6850 -> 0xf7faa0bb  0xf7faa0bb
0x6854 -> 0x2300fa73  0x2300fa73
0x6858 -> 0x46112202  PERIPH 0x46112202
0x685c -> 0xf7faa0bb  0xf7faa0bb
0x6860 -> 0x2301fa6d  0x2301fa6d
0x6864 -> 0x21022207  0x21022207
0x6868 -> 0x680048ba  0x680048ba
0x686c -> 0xfd20f7fa  0xfd20f7fa
0x6870 -> 0x461a2300  PERIPH 0x461a2300
0x6874 -> 0xa0b82103  0xa0b82103
0x6878 -> 0xfa60f7fa  0xfa60f7fa
0x687c -> 0x78004864  0x78004864
0x6880 -> 0xd1412806  0xd1412806
0x6884 -> 0x4963200b  PERIPH 0x4963200b
0x6888 -> 0x20007008  FIO 0x20007008
0x688c -> 0x70084960  0x70084960
0x6890 -> 0x60084982  0x60084982
0x6894 -> 0xf87df7fa  0xf87df7fa
0x6898 -> 0x461a2300  PERIPH 0x461a2300
0x689c -> 0x48804619  PERIPH 0x48804619
0x68a0 -> 0xf7fa3844  0xf7fa3844
0x68a4 -> 0x2300fa4b  0x2300fa4b
0x68a8 -> 0x2101461a  0x2101461a
0x68ac -> 0x3830487c  0x3830487c
0x68b0 -> 0xfa44f7fa  0xfa44f7fa
0x68b4 -> 0x461a2300  PERIPH 0x461a2300
0x68b8 -> 0x48792102  PERIPH 0x48792102
0x68bc -> 0xf7fa381c  0xf7fa381c
0x68c0 -> 0x2300fa3d  0x2300fa3d
0x68c4 -> 0x2103461a  0x2103461a
0x68c8 -> 0x38304875  0x38304875
0x68cc -> 0xfa36f7fa  0xfa36f7fa
0x68d0 -> 0x22032300  0x22032300
0x68d4 -> 0x48a42101  PERIPH 0x48a42101
0x68d8 -> 0xf7fa6800  0xf7fa6800
0x68dc -> 0x2300fb57  0x2300fb57
0x68e0 -> 0x2101220a  0x2101220a
0x68e4 -> 0x680048a1  0x680048a1
0x68e8 -> 0xfd7ef7fa  0xfd7ef7fa
0x68ec -> 0x22032300  0x22032300
0x68f0 -> 0x489f4611  PERIPH 0x489f4611
0x68f4 -> 0xf7fa6800  0xf7fa6800
0x68f8 -> 0x2300fb49  0x2300fb49
0x68fc -> 0x2103220a  0x2103220a
0x6900 -> 0x6800489c  0x6800489c
0x6904 -> 0xfd70f7fa  0xfd70f7fa
0x6908 -> 0x78004841  0x78004841
0x690c -> 0xd11f2807  0xd11f2807
0x6910 -> 0x49402009  PERIPH 0x49402009
0x6914 -> 0x20007008  FIO 0x20007008
0x6918 -> 0x7008493d  0x7008493d
0x691c -> 0xf839f7fa  0xf839f7fa
0x6920 -> 0x461a2300  PERIPH 0x461a2300
0x6924 -> 0xa0944619  0xa0944619
0x6928 -> 0xfa08f7fa  0xfa08f7fa
0x692c -> 0x461a2300  PERIPH 0x461a2300
0x6930 -> 0xa0942101  0xa0942101
0x6934 -> 0xfa02f7fa  0xfa02f7fa
0x6938 -> 0x461a2300  PERIPH 0x461a2300
0x693c -> 0xa0952102  0xa0952102
0x6940 -> 0xf9fcf7fa  0xf9fcf7fa
0x6944 -> 0x461a2300  PERIPH 0x461a2300
0x6948 -> 0xa0962103  0xa0962103
0x694c -> 0xf9f6f7fa  0xf9f6f7fa
0x6950 -> 0x7800482f  0x7800482f
0x6954 -> 0xd1262808  0xd1262808
0x6958 -> 0x492e205a  PERIPH 0x492e205a
0x695c -> 0x20007008  FIO 0x20007008
0x6960 -> 0x7008492b  0x7008492b
0x6964 -> 0xf815f7fa  0xf815f7fa
0x6968 -> 0x22042300  0x22042300
0x696c -> 0xa0924619  0xa0924619
0x6970 -> 0xf9e4f7fa  0xf9e4f7fa
0x6974 -> 0x22022300  0x22022300
0x6978 -> 0xa0712101  0xa0712101
0x697c -> 0xf9def7fa  0xf9def7fa
0x6980 -> 0x22022300  0x22022300
0x6984 -> 0xa0714611  0xa0714611
0x6988 -> 0xf9d8f7fa  0xf9d8f7fa
0x698c -> 0x22072301  0x22072301
0x6990 -> 0x488c2102  PERIPH 0x488c2102
0x6994 -> 0xf7fa7800  0xf7fa7800
0x6998 -> 0x2300fc11  0x2300fc11
0x699c -> 0x2103461a  0x2103461a
0x69a0 -> 0xf7faa06d  0xf7faa06d
0x69a4 -> 0x4888f9cb  PERIPH 0x4888f9cb
0x69a8 -> 0x1c406800  0x1c406800
0x69ac -> 0x60084986  0x60084986
0x69b0 -> 0x68004608  0x68004608
0x69b4 -> 0x3188f241  0x3188f241
0x69b8 -> 0xd30a4288  0xd30a4288
0x69bc -> 0x49822000  PERIPH 0x49822000
0x69c0 -> 0x20016008  FIO 0x20016008
0x69c4 -> 0x70084913  0x70084913
0x69c8 -> 0xfc58f7fd  0xfc58f7fd
0x69cc -> 0xf7fe2000  0xf7fe2000
0x69d0 -> 0x2000b8eb  FIO 0x2000b8eb
===== caseB =====
0x9c5c -> 0x7800481c  0x7800481c
0x9c60 -> 0xd17d280b  0xd17d280b
0x9c64 -> 0xd14e2c04  0xd14e2c04
0x9c68 -> 0x49182000  PERIPH 0x49182000
0x9c6c -> 0x20026008  FIO 0x20026008
0x9c70 -> 0x70084917  0x70084917
0x9c74 -> 0x490c2006  PERIPH 0x490c2006
0x9c78 -> 0xf7f97008  0xf7f97008
0x9c7c -> 0xf7f6fcba  0xf7f6fcba
0x9c80 -> 0x2300fe88  0x2300fe88
0x9c84 -> 0x4619461a  PERIPH 0x4619461a
0x9c88 -> 0x3064480f  0x3064480f
0x9c8c -> 0xf856f7f7  0xf856f7f7
0x9c90 -> 0x461a2300  PERIPH 0x461a2300
0x9c94 -> 0x480c2101  PERIPH 0x480c2101
0x9c98 -> 0xf7f73078  0xf7f73078
0x9c9c -> 0x2301f84f  0x2301f84f
0x9ca0 -> 0x21022200  0x21022200
0x9ca4 -> 0xe0234808  0xe0234808
0x9ca8 -> 0x10001745  SRAM 0x10001745
0x9cac -> 0x10001722  SRAM 0x10001722
0x9cb0 -> 0x10001723  SRAM 0x10001723
0x9cb4 -> 0x10001724  SRAM 0x10001724
0x9cb8 -> 0x10001725  SRAM 0x10001725
0x9cbc -> 0x10001726  SRAM 0x10001726
0x9cc0 -> 0x10001778  SRAM 0x10001778
0x9cc4 -> 0x10001746  SRAM 0x10001746
0x9cc8 -> 0x00006474  FLASH 0x00006474
0x9ccc -> 0x10001764  SRAM 0x10001764
0x9cd0 -> 0x10001744  SRAM 0x10001744
===== case9 =====
0x9d86 -> 0x780048e2  0x780048e2
0x9d8a -> 0xd1422809  0xd1422809
0x9d8e -> 0xd1292c04  0xd1292c04
0x9d92 -> 0x49dd2000  PERIPH 0x49dd2000
0x9d96 -> 0x20026008  FIO 0x20026008
0x9d9a -> 0x700849dd  0x700849dd
0x9d9e -> 0x49dc2007  PERIPH 0x49dc2007
0x9da2 -> 0xf7f97008  0xf7f97008
0x9da6 -> 0xf7f6fc25  0xf7f6fc25
0x9daa -> 0x2300fdf3  0x2300fdf3
0x9dae -> 0x4619461a  PERIPH 0x4619461a
0x9db2 -> 0x383c48d1  0x383c48d1
0x9db6 -> 0xffc1f7f6  0xffc1f7f6
0x9dba -> 0x461a2300  PERIPH 0x461a2300
0x9dbe -> 0x48cd2101  PERIPH 0x48cd2101
0x9dc2 -> 0xf7f63828  0xf7f63828
0x9dc6 -> 0x2300ffba  0x2300ffba
0x9dca -> 0x2102461a  0x2102461a
0x9dce -> 0x381448ca  0x381448ca
0x9dd2 -> 0xffb3f7f6  0xffb3f7f6
0x9dd6 -> 0x22002301  0x22002301
0x9dda -> 0x48c62103  PERIPH 0x48c62103
0x9dde -> 0xffadf7f6  0xffadf7f6
0x9de2 -> 0xe5da2000  0xe5da2000
0x9de6 -> 0x680048c9  0x680048c9
0x9dea -> 0x49c71c40  PERIPH 0x49c71c40
0x9dee -> 0x46086008  PERIPH 0x46086008
0x9df2 -> 0xf6436800  0xf6436800
0x9df6 -> 0x42882198  PERIPH 0x42882198
0x9dfa -> 0x2000d309  FIO 0x2000d309
0x9dfe -> 0x600849c3  0x600849c3
0x9e02 -> 0x49c22001  PERIPH 0x49c22001
0x9e06 -> 0xf7fa7008  0xf7fa7008
0x9e0a -> 0x2000fa38  FIO 0x2000fa38
0x9e0e -> 0x2000e5c5  FIO 0x2000e5c5
===== case5A =====
0x9e14 -> 0x780048be  0x780048be
0x9e18 -> 0xd17d285a  0xd17d285a
0x9e1c -> 0x49be2001  PERIPH 0x49be2001
0x9e20 -> 0x2c027008  0x2c027008
0x9e24 -> 0x2c16d001  0x2c16d001
0x9e28 -> 0x2000d114  FIO 0x2000d114
0x9e2c -> 0x600849b7  0x600849b7
0x9e30 -> 0x780048ba  0x780048ba
0x9e34 -> 0x49b91c40  PERIPH 0x49b91c40
0x9e38 -> 0x46087008  PERIPH 0x46087008
0x9e3c -> 0x28c77800  0x28c77800
0x9e40 -> 0x20c7dd01  0x20c7dd01
0x9e44 -> 0x23017008  0x23017008
0x9e48 -> 0x21022207  0x21022207
0x9e4c -> 0x780048b3  0x780048b3
0x9e50 -> 0xf9b4f7f7  0xf9b4f7f7
0x9e54 -> 0xd0012c03  0xd0012c03
0x9e58 -> 0xd1152c21  0xd1152c21
0x9e5c -> 0x49ab2000  PERIPH 0x49ab2000
0x9e60 -> 0x48ae6008  PERIPH 0x48ae6008
0x9e64 -> 0x28027800  0x28027800
0x9e68 -> 0x2002da02  FIO 0x2002da02
0x9e6c -> 0x700849ab  0x700849ab
0x9e70 -> 0x780048aa  0x780048aa
0x9e74 -> 0x49a91e40  PERIPH 0x49a91e40
0x9e78 -> 0x23017008  0x23017008
0x9e7c -> 0x21022207  0x21022207
0x9e80 -> 0x780048a6  0x780048a6
0x9e84 -> 0xf99af7f7  0xf99af7f7
0x9e88 -> 0x680048a5  0x680048a5
0x9e8c -> 0x2300b130  0x2300b130
0x9e90 -> 0x2103220a  0x2103220a
0x9e94 -> 0xf7f648a3  0xf7f648a3
0x9e98 -> 0xe022ff51  0xe022ff51
0x9e9c -> 0x780048a2  0x780048a2
0x9ea0 -> 0x48a2b968  PERIPH 0x48a2b968
0x9ea4 -> 0x28017800  0x28017800
0x9ea8 -> 0x2001d009  FIO 0x2001d009
0x9eac -> 0x7008499f  0x7008499f
0x9eb0 -> 0x220a2300  0x220a2300
0x9eb4 -> 0x489b2103  PERIPH 0x489b2103
0x9eb8 -> 0xf7f6300c  0xf7f6300c
0x9ebc -> 0x489aff3f  PERIPH 0x489aff3f
0x9ec0 -> 0x28017800  0x28017800
0x9ec4 -> 0x4899d10d  PERIPH 0x4899d10d
0x9ec8 -> 0x28027800  0x28027800
0x9ecc -> 0x2002d009  FIO 0x2002d009
0x9ed0 -> 0x70084996  0x70084996
0x9ed4 -> 0x220a2300  0x220a2300
0x9ed8 -> 0x48922103  PERIPH 0x48922103
0x9edc -> 0xf7f63014  0xf7f63014
0x9ee0 -> 0x2c05ff2d  0x2c05ff2d
0x9ee4 -> 0x2001d105  FIO 0x2001d105
0x9ee8 -> 0x7008498f  0x7008498f
0x9eec -> 0x49872000  PERIPH 0x49872000
0x9ef0 -> 0x2c066008  0x2c066008
0x9ef4 -> 0x2000d104  FIO 0x2000d104
0x9ef8 -> 0x7008498b  0x7008498b
0x9efc -> 0x60084983  0x60084983
0x9f00 -> 0xfd53f005  0xfd53f005
0x9f04 -> 0xd13c2c04  0xd13c2c04
0x9f08 -> 0x49802000  PERIPH 0x49802000
0x9f0c -> 0x20026008  FIO 0x20026008
0x9f10 -> 0x7008497f  0x7008497f
0x9f14 -> 0xe0002008  0xe0002008
0x9f18 -> 0x497ee04e  PERIPH 0x497ee04e
0x9f1c -> 0xf7f67008  0xf7f67008
0x9f20 -> 0x2301fd38  0x2301fd38
0x9f24 -> 0x46112200  PERIPH 0x46112200
0x9f28 -> 0xf7f6a081  0xf7f6a081
0x9f2c -> 0x2300ff07  0x2300ff07
0x9f30 -> 0x2101461a  0x2101461a
0x9f34 -> 0xf7f6a082  0xf7f6a082
0x9f38 -> 0x2300ff01  0x2300ff01
0x9f3c -> 0x2102461a  0x2102461a
0x9f40 -> 0xf7f6a07f  0xf7f6a07f
0x9f44 -> 0x2300fefb  0x2300fefb
0x9f48 -> 0x2103461a  0x2103461a
0x9f4c -> 0xf7f6a07c  0xf7f6a07c
0x9f50 -> 0x4872fef5  PERIPH 0x4872fef5
0x9f54 -> 0x497e7800  PERIPH 0x497e7800
0x9f58 -> 0x42887809  PERIPH 0x42887809
0x9f5c -> 0x486fd008  PERIPH 0x486fd008
0x9f60 -> 0x497b7800  PERIPH 0x497b7800
0x9f64 -> 0x211c7008  0x211c7008
0x9f68 -> 0x78004879  0x78004879
0x9f6c -> 0xff8cf7f7  0xff8cf7f7
0x9f70 -> 0x496d2000  PERIPH 0x496d2000
0x9f74 -> 0xf0057008  0xf0057008
0x9f78 -> 0x2000fd18  FIO 0x2000fd18
0x9f7c -> 0x70084966  0x70084966
0x9f80 -> 0x4862e50c  PERIPH 0x4862e50c
0x9f84 -> 0x1c406800  0x1c406800
0x9f88 -> 0x60084960  0x60084960
0x9f8c -> 0x68004608  0x68004608
0x9f90 -> 0x2198f643  0x2198f643
0x9f94 -> 0xd30d4288  0xd30d4288
0x9f98 -> 0x495c2000  PERIPH 0x495c2000
0x9f9c -> 0x49626008  PERIPH 0x49626008
0x9fa0 -> 0x20017008  FIO 0x20017008
0x9fa4 -> 0x7008495a  0x7008495a
0x9fa8 -> 0xf968f7fa  0xf968f7fa
0x9fac -> 0x495a2000  PERIPH 0x495a2000
0x9fb0 -> 0xe4f37008  0xe4f37008
===== caseC =====
0x9fb8 -> 0x78004855  0x78004855
0x9fbc -> 0xd146280c  0xd146280c
0x9fc0 -> 0xd1062c04  0xd1062c04
0x9fc4 -> 0x49522001  PERIPH 0x49522001
0x9fc8 -> 0xf7fa7008  0xf7fa7008
0x9fcc -> 0x2000f957  FIO 0x2000f957
0x9fd0 -> 0x2c17e4e4  0x2c17e4e4
0x9fd4 -> 0x2000d124  FIO 0x2000d124
0x9fd8 -> 0x60084948  0x60084948
0x9fdc -> 0x60084948  0x60084948
0x9fe0 -> 0x60084948  0x60084948
0x9fe4 -> 0x60084948  0x60084948
0x9fe8 -> 0x22032300  0x22032300
0x9fec -> 0x48432101  PERIPH 0x48432101
0x9ff0 -> 0xf7f66800  0xf7f66800
0x9ff4 -> 0x2300ffcb  0x2300ffcb
0x9ff8 -> 0x2101220a  0x2101220a
0x9ffc -> 0x68004840  0x68004840
0xa000 -> 0xf9f2f7f7  0xf9f2f7f7
0xa004 -> 0x22032300  0x22032300
0xa008 -> 0x483e4611  PERIPH 0x483e4611
0xa00c -> 0xf7f66800  0xf7f66800
0xa010 -> 0x2300ffbd  0x2300ffbd
0xa014 -> 0x2103220a  0x2103220a
0xa018 -> 0x6800483b  0x6800483b
0xa01c -> 0xf9e4f7f7  0xf9e4f7f7
0xa020 -> 0x6800483a  0x6800483a
0xa024 -> 0x49391c40  PERIPH 0x49391c40
0xa028 -> 0x46086008  PERIPH 0x46086008
0xa02c -> 0xf2416800  0xf2416800
0xa030 -> 0x42883188  PERIPH 0x42883188
0xa034 -> 0x2000d309  FIO 0x2000d309
0xa038 -> 0x60084934  0x60084934
0xa03c -> 0x49342001  PERIPH 0x49342001
0xa040 -> 0xf7fa7008  0xf7fa7008
0xa044 -> 0x2000f91b  FIO 0x2000f91b
0xa048 -> 0x2000e4a8  FIO 0x2000e4a8
